Keyword,Currency,Avg. monthly searches,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
peach trees for sale,EUR,2400,High,100,0.36,1.01,,,,,,880,1300,1900,2900,3600,3600,2900,2900,2900,1900,1300,1000
blueberry bushes for sale,EUR,1900,High,100,0.4,2.97,,,,,,880,1600,1900,2900,3600,3600,2900,1900,1600,1300,1000,720
spading fork,EUR,1300,High,100,0.21,0.4,,,,,,590,590,720,1600,1900,1900,1600,1300,1300,1300,1000,880
fruit tree nursery,EUR,1600,High,86,0.31,1.98,,,,,,1000,1900,1600,2400,2900,2400,1900,1300,1600,1300,1300,1000
rototiller lowes,EUR,2900,High,100,0.25,0.76,,,,,,720,880,1300,4400,8100,8100,3600,2400,1900,1900,1300,720
cordless grass trimmer,EUR,1300,High,100,0.22,0.98,,,,,,260,170,260,720,1900,2900,2900,1900,1600,1300,590,390
landscape drainage,EUR,2400,High,100,1.28,8.3,,,,,,1600,1900,2400,3600,3600,3600,3600,2900,2900,2400,1900,1300
rock yard near me,EUR,2400,High,79,1.24,5.22,,,,,,1300,1600,1600,2400,3600,3600,2900,2900,2400,2400,2400,1600
cordless leaf vacuum,EUR,1600,High,100,0.2,0.6,,,,,,1600,880,590,1300,1600,1300,1300,880,1300,1900,2900,4400
yard design,EUR,1900,High,100,0.96,3.52,,,,,,880,1300,1300,2400,2400,2400,2400,2400,2400,1900,1600,1300
landscaping around trees,EUR,2400,High,100,2.97,10.23,,,,,,260,480,590,1900,3600,4400,4400,4400,2900,2900,1600,880
mulberry tree for sale,EUR,1900,High,100,0.23,1.03,,,,,,590,1000,1300,2400,2900,4400,3600,2400,1300,1000,880,720
leaf blowers on sale,EUR,2900,High,100,0.35,2.19,,,,,,2900,1000,880,1600,2400,2400,1900,1600,1900,3600,5400,8100
best electric leaf blower,EUR,1900,High,100,0.14,0.6,,,,,,1900,720,720,1300,1900,2400,1300,1000,1300,1900,3600,4400
japanese maple tree for sale,EUR,1900,High,100,0.15,1.25,,,,,,720,720,880,1900,4400,4400,2900,1900,1300,1300,1300,880
succulent nursery,EUR,1600,High,87,0.3,0.95,,,,,,1300,1600,1300,1600,1900,2400,1900,1900,1900,1600,1300,1300
mango tree for sale,EUR,1900,High,100,0.13,0.9,,,,,,880,1000,1600,2400,2900,2900,2900,2900,2400,1900,1300,1000
cherry blossom tree for sale,EUR,1600,High,100,0.18,0.94,,,,,,720,880,1600,3600,5400,2900,1600,1000,1000,880,720,720
persimmon tree for sale,EUR,1900,High,100,0.17,0.59,,,,,,1900,1600,1600,2400,2400,1900,1600,1000,1300,1900,3600,3600
garden spiral hole drill planter,EUR,1600,High,100,0.32,0.49,,,,,,0,0,0,0,590,9900,2400,1300,1000,1000,1000,590
lawn tools,EUR,1600,High,100,0.23,0.82,,,,,,880,590,880,1600,2900,2900,2400,1900,1900,1600,1300,1000
succulent nursery near me,EUR,1900,High,91,0.52,2.9,,,,,,1000,1600,1300,1900,1900,2400,2400,2400,2400,1900,1300,1000
landscape construction,EUR,1300,Low,25,2.46,8.34,,,,,,720,1000,1300,1600,1900,1600,1600,1600,1600,1300,1300,1000
ecoborder landscape edging,EUR,1600,High,100,0.15,1.88,,,,,,70,90,260,880,2900,4400,3600,2900,1900,1900,1000,720
flower landscape,EUR,2400,Medium,65,1.62,6.12,,,,,,720,1000,1300,2400,3600,3600,2900,2900,2900,2900,2900,2400
mantis rototiller,EUR,1900,High,100,0.28,0.97,,,,,,390,590,720,1900,3600,4400,2900,1900,1600,1300,1000,720
plastic wheelbarrow,EUR,1300,High,100,0.18,0.52,,,,,,720,590,590,1600,2400,2400,1900,1600,1300,1300,1000,880
stirrup hoe,EUR,1600,High,100,0.3,0.51,,,,,,390,480,720,1300,1900,2900,4400,2400,1300,880,590,390
front yard design,EUR,1600,High,100,1.36,5.49,,,,,,880,1000,1000,1600,1900,1600,1900,2400,2400,2400,1900,1300
gas lawn edger,EUR,1900,High,100,0.2,1.92,,,,,,720,480,480,1600,3600,3600,3600,2900,2400,1900,1300,720
oak trees for sale,EUR,1900,High,100,0.28,0.99,,,,,,1000,1300,1300,1600,2400,2400,2400,1900,1900,1900,1900,1300
above ground pool landscaping,EUR,1900,High,100,1.76,5.24,,,,,,210,390,480,880,1600,2900,5400,6600,3600,1600,720,320
flower bed designs,EUR,1900,High,100,0.62,2.63,,,,,,260,590,880,2900,5400,3600,2400,1900,1600,1600,1000,590
watering wand,EUR,1900,High,100,0.37,0.67,,,,,,720,720,880,1600,2400,4400,4400,2900,1900,1600,1300,1000
small front yard landscaping,EUR,1900,High,100,1.49,6.6,,,,,,480,880,1000,2400,3600,2900,2400,2900,2900,2400,1600,1000
fiskars loppers,EUR,1600,High,100,0.17,0.57,,,,,,1300,720,880,1300,1900,1900,1900,1900,1900,1900,1600,1300
bonsai nursery near me,EUR,1300,High,76,0.79,2.78,,,,,,1000,1300,1000,1300,1600,1600,1900,1900,1600,1300,1300,1000
modern landscape design,EUR,1600,High,100,2.16,7.1,,,,,,390,880,720,1300,1900,1600,1600,2400,1900,1900,1600,1600
best gas leaf blower,EUR,1600,High,100,0.14,0.51,,,,,,1900,880,720,1600,1900,1600,1300,880,1900,2400,2900,3600
native plant nursery near me,EUR,1600,Low,10,1.3,3.33,,,,,,480,1000,1300,2400,3600,2900,1900,1600,1600,1600,1300,1000
lawn roller for sale,EUR,1600,High,100,0.3,1.7,,,,,,480,590,1000,3600,6600,2900,1300,1000,880,1000,880,480
affordable landscaping,EUR,1600,Medium,46,1.57,4.84,,,,,,880,880,880,1900,2900,2900,2400,1900,1900,1600,1300,1000
best battery leaf blower,EUR,1600,High,100,0.13,1.11,,,,,,1600,720,390,880,1600,1900,1900,1300,1300,1900,3600,3600
two wheel wheelbarrow,EUR,2400,High,100,0.23,0.58,,,,,,1600,1300,1000,2400,4400,4400,3600,2400,1900,1900,1900,1600
kids gardening gloves,EUR,1600,High,100,0.37,3.6,,,,,,480,390,720,2400,3600,2900,1600,1300,1300,1300,1000,880
fruit tree nursery near me,EUR,1600,High,80,0.67,4.05,,,,,,1000,1300,1300,2400,2900,2400,1900,1300,1300,1300,1300,1000
shrubs for sale,EUR,1300,High,100,0.23,1.21,,,,,,390,480,590,1600,2900,2900,1600,1600,1600,1300,880,480
dogwood trees for sale,EUR,1900,High,100,0.25,0.9,,,,,,590,720,1300,2900,6600,5400,2400,1300,1300,1300,1000,720
fiskars pruners,EUR,1600,High,100,0.32,0.6,,,,,,880,720,880,1600,1900,2400,2400,2400,2400,2400,1600,1300
menards riding lawn mowers,EUR,2400,High,100,0.13,2.54,,,,,,480,390,1000,1900,4400,8100,5400,3600,2400,1900,1000,480
lilac bush for sale,EUR,1900,High,100,0.24,0.83,,,,,,260,880,1000,2400,5400,8100,3600,1300,1000,880,590,260
leaf blower black friday,EUR,1900,High,100,0.37,0.75,,,,,,140,70,40,10,10,10,10,10,10,10,90,22200
no dig landscape edging,EUR,1600,High,100,0.24,1.26,,,,,,110,210,320,1000,2400,4400,3600,2900,1900,1300,1000,590
spade tool,EUR,1000,High,100,0.33,0.85,,,,,,590,720,720,1000,1000,1300,1300,1300,1000,1000,1000,1000
hardscaping near me,EUR,2400,Medium,52,2.1,8.12,,,,,,590,1000,1300,2900,4400,4400,3600,2900,2900,2400,1900,1300
mature trees for sale,EUR,1000,High,100,0.37,2.22,,,,,,480,720,720,1000,1600,1600,1300,1600,1000,1000,880,590
landscaping bricks for edging,EUR,2900,High,100,0.71,4.43,,,,,,390,720,1300,3600,6600,5400,5400,4400,3600,2900,1900,1000
lowes garden tools,EUR,1900,High,100,0.32,0.99,,,,,,880,720,1000,2400,3600,3600,2900,2400,1900,1600,1300,880
waterfall landscape,EUR,1900,High,91,1.51,5.04,,,,,,720,880,880,1300,1600,1900,1900,2400,2400,2900,2900,1900
local plant nursery near me,EUR,1600,Low,16,0.98,3.94,,,,,,720,880,1000,2400,3600,3600,2400,1300,1000,880,720,590
best nursery near me,EUR,1300,Low,6,1.56,6.33,,,,,,320,390,390,1300,1900,2900,1900,1600,1300,1000,880,590
curb appeal landscaping,EUR,1600,Low,18,1,4.11,,,,,,590,880,880,1600,2900,2400,1900,1600,1900,1900,2400,1300
flat shovel,EUR,1600,High,100,0.31,0.58,,,,,,880,880,1300,1300,1900,1900,1900,1600,1600,1600,1300,1000
affordable lawn care near me,EUR,1600,High,69,1.47,8.26,,,,,,390,720,1000,2400,4400,3600,1600,1600,1300,880,480,260
best lawn edger,EUR,1900,High,100,0.17,0.98,,,,,,320,260,480,1300,2900,4400,4400,2900,2400,1900,1000,590
digging shovel,EUR,1300,High,100,0.29,0.46,,,,,,720,720,880,1300,1600,1600,1600,1900,1300,1600,1300,1600
cedar trees for sale,EUR,1300,High,100,0.26,1.03,,,,,,1300,1300,1300,1600,1900,1600,1300,880,880,720,880,1000
manual lawn edger,EUR,1600,High,100,0.23,0.42,,,,,,210,320,260,880,2400,2900,2900,2400,1900,1600,880,480
drought tolerant landscaping,EUR,1900,Medium,61,1.33,6.31,,,,,,720,1000,1000,1900,2400,1900,2400,2900,3600,3600,2400,1900
garden auger,EUR,1300,High,100,0.4,0.7,,,,,,320,390,320,1000,2400,3600,2400,1300,880,1300,880,590
landscape management,EUR,1300,Low,24,3.38,7.26,,,,,,1000,1300,1300,1600,1600,1300,1300,1300,1300,1300,1300,1000
shovel handle,EUR,1300,High,100,0.23,0.54,,,,,,880,1300,1300,1300,1600,1600,1600,1300,1300,1300,1300,1300
bonsai tree for sale near me,EUR,1600,High,100,0.26,1.08,,,,,,2400,1300,1600,1600,1600,1900,1900,1900,1600,1300,1300,1300
ace hardware wheelbarrow,EUR,1900,High,100,0.14,0.3,,,,,,1000,880,1000,2400,3600,3600,2900,1900,1600,1600,1600,1300
cheap wheelbarrow,EUR,1000,High,100,0.24,2.22,,,,,,320,390,480,1300,1900,1900,1600,1000,880,1000,720,590
lava rock landscaping,EUR,2400,High,100,0.64,3.99,,,,,,590,880,1000,2400,4400,4400,3600,3600,2900,2400,1900,1300
electric rototiller,EUR,1600,High,100,0.22,0.68,,,,,,390,480,590,1900,2900,4400,1900,1600,1000,1000,880,590
patio landscaping,EUR,1600,High,92,1.69,5.33,,,,,,590,720,880,1600,2400,2400,2400,2900,1900,1600,1000,720
concrete garden edging,EUR,880,High,100,0.49,3.62,,,,,,260,320,480,1000,1600,1600,1300,1300,1000,880,720,480
crushed rock near me,EUR,1300,High,76,1.49,6.43,,,,,,720,880,880,1000,1900,2400,1900,1600,1600,1300,1000,1000
level lawn tool,EUR,1900,High,100,0.19,0.52,,,,,,260,590,880,2400,4400,4400,2900,1900,1900,2400,1600,720
affordable lawn care,EUR,1300,Medium,38,1.9,8.67,,,,,,480,590,880,1600,2900,2900,1600,1600,1600,1300,1000,720
leaf blower and vacuum,EUR,1300,High,100,0.24,1.83,,,,,,1600,480,480,720,1000,880,720,720,880,1300,2400,5400
nearest garden centre,EUR,1000,Low,6,0.84,3.19,,,,,,390,390,590,880,1600,2400,1600,1000,720,720,720,590
garden cart lowes,EUR,2400,High,100,0.27,0.84,,,,,,1600,1000,1300,2900,4400,4400,2900,1900,1900,1300,1300,1000
edging shovel,EUR,1600,High,100,0.29,0.71,,,,,,210,260,480,1600,3600,4400,2900,1900,1600,1000,720,390
small wheelbarrow,EUR,1300,High,100,0.18,0.42,,,,,,590,480,590,1600,2400,2400,1600,1000,1000,1000,880,880
maple trees for sale,EUR,1600,High,100,0.17,0.92,,,,,,590,590,720,1300,1900,2400,1900,1600,1600,1900,1900,1000
driveway landscaping,EUR,1600,Low,26,2.1,6.3,,,,,,480,720,880,1600,1900,1900,1900,2400,1900,1900,1600,1000
garden retaining wall,EUR,1300,High,100,1.74,6.75,,,,,,320,720,880,1300,1900,1900,1900,1900,1600,1300,880,590
pro landscape home,EUR,1000,High,83,1.03,4.16,,,,,,480,720,880,1600,1900,1300,1000,1300,1000,1000,880,590
local plant nursery,EUR,1900,Medium,39,0.85,2.38,,,,,,720,880,1000,2900,3600,3600,1900,1900,1900,1600,1600,880
aerate lawn tools,EUR,1900,High,100,0.26,1.78,,,,,,320,390,880,2900,4400,2900,1600,1300,1900,2900,1600,590
sunflower nursery,EUR,1000,High,100,0.47,2.63,,,,,,320,590,590,720,1000,1000,1600,1900,1600,1600,1000,1000
poulan pro riding lawn mower,EUR,1600,High,100,0.33,2.88,,,,,,320,480,480,1300,2400,2400,2900,2900,1900,1300,880,480
hand rake,EUR,1000,High,100,0.31,0.56,,,,,,720,590,590,1300,1900,1600,1000,1000,1000,880,1000,1600
plant nursery nearby,EUR,1600,Medium,43,0.77,2.88,,,,,,590,880,1000,1900,1900,2900,1900,1600,1300,1300,1000,880
native nursery,EUR,1300,Low,3,1.35,3.21,,,,,,1300,1300,1300,1600,1900,1900,1300,1000,880,1300,1300,1300
eucalyptus tree for sale,EUR,1300,High,100,0.14,0.69,,,,,,1000,1300,1600,1900,1900,1600,1300,1300,1300,1300,1000,1000
garden clippers,EUR,1000,High,100,0.4,1.03,,,,,,880,480,590,880,1300,1600,1600,1600,1300,1300,1300,1000
landscaping around pool,EUR,1900,High,95,1.79,5.53,,,,,,320,720,1000,1900,2900,2400,2900,2900,2400,1900,1300,880
small yard landscaping,EUR,1600,High,100,1.29,4.64,,,,,,480,880,1000,1900,1900,1900,1900,2400,2400,1600,1300,1000
yard maintenance near me,EUR,1300,Medium,60,2.11,8.53,,,,,,390,720,720,1300,2900,2400,1900,1900,1600,880,720,590
greenscape landscaping,EUR,1900,Low,19,1.74,5.87,,,,,,880,1300,1300,1900,2900,2900,2400,2400,1900,1900,1900,1600
landscape lighting design,EUR,1600,High,88,1.7,6.27,,,,,,880,1000,1600,1600,1600,1600,1600,1900,1300,1600,1600,1900
dwarf fruit trees for sale,EUR,1300,High,100,0.16,0.72,,,,,,590,1300,1300,1900,1900,1600,1300,880,880,880,880,480
backyard pool designs,EUR,1600,High,100,1.49,4.87,,,,,,590,880,880,1300,1300,1900,2400,3600,2400,1900,1300,1300
quality landscaping,EUR,1600,Low,13,1.6,5.27,,,,,,590,880,880,1600,2400,2400,1900,1600,1300,1300,1300,880
fiddle leaf fig tree for sale,EUR,1300,High,100,0.31,1.08,,,,,,720,1000,1000,720,880,1600,1300,1600,1600,1300,1000,1000
brightview landscape services,EUR,1300,Low,22,1.64,7.19,,,,,,390,720,720,720,880,1600,1900,1900,1900,1900,2400,1600
willow tree nursery,EUR,1300,High,94,0.3,1.52,,,,,,1000,720,880,1600,1600,1900,1300,1000,1300,1000,1300,1300
residential landscaping,EUR,1300,Medium,37,2.26,7.5,,,,,,880,880,1300,1900,2400,1900,1600,1600,1600,1000,1000,880
best pruning shears,EUR,1300,High,100,0.12,0.45,,,,,,1000,720,720,1300,1600,1900,1600,1300,1300,1000,1000,880
wheelbarrow menards,EUR,2400,High,100,0.08,0.26,,,,,,880,390,480,1900,4400,5400,4400,2400,1900,1900,1600,1000
precast concrete lawn edging,EUR,1300,High,100,0.66,3.6,,,,,,210,320,480,1300,2400,2400,1900,1900,1300,1000,880,480
lawn edging home depot,EUR,2400,High,100,0.1,0.71,,,,,,590,590,880,2400,4400,5400,5400,3600,3600,2400,1300,720
landscapers in my area,EUR,1300,Medium,53,1.49,5.58,,,,,,590,720,1000,2400,2400,2400,1900,1600,1600,1000,880,480
lowes shovel,EUR,2400,High,100,0.15,0.87,,,,,,1900,2400,2400,2400,3600,2900,2400,1900,1900,1900,1600,1900
hand pruners,EUR,1300,High,100,0.44,0.81,,,,,,880,720,880,1300,1600,1600,1600,1600,1600,1300,1300,1300
landscaping prices,EUR,1600,Medium,58,0.89,3.2,,,,,,880,880,1000,1900,2900,2900,1900,1900,1600,1300,1000,720
cultivator tool,EUR,1300,High,100,0.34,0.85,,,,,,390,390,590,1300,2400,2900,2400,1900,1900,1600,1000,590
bamboo nursery,EUR,1000,High,73,0.39,2.29,,,,,,480,880,880,1600,1600,1300,1300,1000,1000,1000,880,880
front yard landscape design,EUR,1900,High,100,1.71,6.3,,,,,,320,720,720,1300,1900,1900,1900,3600,2900,2900,2400,1300
garden landscape design,EUR,880,High,100,2.23,7.12,,,,,,320,480,590,720,1000,1300,880,1000,1000,880,880,880
grass removal tool,EUR,1300,High,100,0.24,5.37,,,,,,260,480,590,1000,2900,2400,2400,1600,1000,1300,880,390
electric lawn edger,EUR,1000,High,100,0.31,1.1,,,,,,260,210,320,720,1600,2400,1900,1900,1600,1600,880,480
landscape staples,EUR,1300,High,100,0.65,4.14,,,,,,590,480,590,1000,2400,2900,2400,1600,1300,1300,1000,880
local nurseries near me,EUR,1300,Low,9,1.02,4.55,,,,,,390,720,880,1000,2400,3600,2400,1300,1000,1000,1300,880
spring landscape,EUR,1000,Low,4,2.47,9.35,,,,,,390,720,1000,2900,2400,1000,590,590,590,720,1000,1000
weeping willow tree for sale,EUR,1300,High,100,0.25,1.35,,,,,,390,480,720,1300,2400,2900,1900,1600,1300,1300,1000,590
professional landscaping,EUR,1300,Medium,37,1.72,5.7,,,,,,720,880,1000,1600,1900,1600,1600,1900,1600,1300,1000,880
best leaf blower 2019,EUR,1300,High,100,0.15,0.45,,,,,,20,40,70,390,1300,2400,1900,720,390,2400,2900,2400
citrus trees for sale,EUR,1000,High,100,0.34,1.08,,,,,,880,1300,1600,1600,1600,1300,1000,880,720,880,880,720
buy lawn mower,EUR,1000,High,100,0.42,2.22,,,,,,320,390,480,1300,2400,2400,1900,1600,1300,880,590,390
no dig edging,EUR,1300,High,100,0.26,0.41,,,,,,390,260,480,1300,2900,2900,1900,1600,1300,880,480,210
country landscape,EUR,1600,Low,8,1.57,3.62,,,,,,480,720,880,1000,1900,1900,1900,1900,1900,1900,1600,1300
water landscape,EUR,1000,Low,10,1.77,6.49,,,,,,480,590,720,880,880,880,880,1300,1300,1600,1600,1600
grass rake,EUR,880,High,100,0.27,0.71,,,,,,260,210,260,880,1600,1600,1300,1300,1300,1000,720,480
wheel hoe,EUR,1000,High,100,0.17,0.39,,,,,,590,720,880,1000,1600,1600,1600,1000,720,590,590,720
lopping shears,EUR,1000,High,100,0.3,0.71,,,,,,590,590,480,1000,1000,1300,1600,1300,1300,1300,1300,1000
electric pruning shears,EUR,880,High,100,0.23,1.44,,,,,,880,1300,720,1000,1300,1000,880,720,590,720,720,1000
lawrence halprin,EUR,880,Low,1,1.49,2.59,,,,,,590,720,720,720,880,1600,590,720,720,880,1000,880
best gardening tools,EUR,1300,High,100,0.48,1.57,,,,,,1600,590,720,1300,1900,2400,1900,1300,880,880,880,1000
plum trees for sale,EUR,1000,High,100,0.25,0.95,,,,,,480,720,1000,1600,2400,1900,1600,1300,1000,720,590,480
weeding hoe,EUR,1600,High,100,0.33,0.46,,,,,,480,720,880,1600,1900,2400,2900,2900,1900,1300,880,590
cactus nursery near me,EUR,1000,High,74,0.85,2.52,,,,,,720,880,880,1600,1600,1600,1000,1300,880,1000,1000,1000
tree pruning tools,EUR,1000,High,100,0.31,5.59,,,,,,590,480,720,1000,1000,1300,1600,1300,1300,1300,880,720
backyard remodel,EUR,1300,High,100,1.89,7.19,,,,,,720,1000,1300,1600,1600,1600,1600,1900,1600,1300,1300,1000
decorative rock near me,EUR,1300,High,96,0.73,5.05,,,,,,390,320,590,1300,2400,2400,2400,1900,1600,1300,1300,720
bulb planting tool,EUR,1300,High,100,0.4,1.45,,,,,,320,260,480,1000,1600,1600,1000,390,720,2400,2900,1300
action hoe,EUR,1000,High,100,0.3,0.41,,,,,,210,390,480,1000,1600,2400,2400,1900,1300,720,480,480
garden trimmer,EUR,880,High,100,0.32,1.83,,,,,,260,260,320,720,880,1300,1300,1300,1000,880,720,480
yard grading,EUR,1900,Medium,53,1.12,4.95,,,,,,1000,1000,1300,2900,3600,2900,2400,1900,1900,1600,1300,880
pruning tools,EUR,880,High,100,0.33,2.13,,,,,,590,590,590,1000,1300,1000,1300,1000,880,880,720,720
soil tiller,EUR,1000,High,100,0.3,2.99,,,,,,320,390,590,1300,2400,1900,1000,1000,720,1000,720,390
large trees for sale,EUR,880,High,100,0.22,1.12,,,,,,390,320,480,880,1300,1300,1000,1000,1000,880,720,590
house landscape,EUR,1300,Low,11,1.66,5.85,,,,,,480,590,720,1000,1300,1000,1000,1600,1600,1600,1600,1300
lawn design,EUR,590,High,100,1.09,2.92,,,,,,170,260,320,720,720,720,720,880,720,590,480,320
local garden centres,EUR,720,Low,10,0.52,2.86,,,,,,320,320,390,880,1600,1600,1000,720,590,590,590,320
tractor supply wheelbarrow,EUR,1900,High,100,0.35,1.72,,,,,,1300,1000,1000,2900,3600,2900,1900,1300,1300,1300,1300,1000
grass clippers,EUR,1000,High,100,0.21,0.53,,,,,,210,170,210,390,1300,2900,2900,1900,1300,880,590,260
palm tree nursery near me,EUR,1300,High,75,1.03,4.87,,,,,,590,880,1000,1600,1900,1600,1600,1300,1000,1000,1300,880
lowes landscaping,EUR,1300,High,100,0.4,2.37,,,,,,260,390,590,1900,2900,2900,1600,1300,1300,1000,880,480
climbing roses for sale,EUR,880,High,100,0.17,0.65,,,,,,260,720,880,880,1900,2400,1300,720,480,590,390,260
local landscaping companies,EUR,1300,Medium,42,1.95,8.42,,,,,,390,720,1000,1600,1600,1900,1600,1600,1000,1000,1000,1000
dewalt cordless leaf blower,EUR,1300,High,100,0.28,1.03,,,,,,1600,480,590,720,1300,1300,1600,880,1600,1900,1900,2900
landmark landscaping,EUR,1300,Low,14,2.27,6.09,,,,,,590,880,880,1300,1900,1900,1600,1600,1300,1300,1000,880
landscape wall,EUR,1600,High,100,1.2,4.66,,,,,,590,880,880,1600,2400,2400,1900,2400,1900,1900,1300,1000
residential landscaping near me,EUR,1300,Medium,65,2.01,7.29,,,,,,210,390,480,1000,2400,2400,1600,1600,1600,1600,1000,480
apple trees for sale near me,EUR,1000,High,100,0.3,1.21,,,,,,480,590,590,880,1900,1900,1300,880,1000,1300,880,720
plant places near me,EUR,1000,Low,19,0.66,4.25,,,,,,590,590,720,1000,1600,1900,1600,1300,1300,1300,880,720
home depot landscaping,EUR,1300,High,100,1.37,4.95,,,,,,390,590,720,1900,2400,2400,1900,1600,1000,880,720,590
site one nursery,EUR,1000,Low,8,0.48,3.59,,,,,,390,260,880,1900,1900,1900,1000,1300,1300,1300,1000,880
home landscaping,EUR,1300,Medium,40,1.82,5.46,,,,,,480,590,720,1300,1600,1600,1600,1600,1300,1300,1000,880
yard landscaping,EUR,1900,High,75,1.58,5.79,,,,,,720,1000,1300,1900,2900,2900,2400,2900,2400,1900,1600,1300
garden cart walmart,EUR,1300,High,100,0.24,0.63,,,,,,590,480,590,1600,3600,2400,1600,1300,1000,880,590,480
cactus landscape,EUR,1600,Medium,65,2.26,8.99,,,,,,720,1000,1000,1600,1600,1600,1600,1900,1900,2400,1900,1600
landscape maintenance near me,EUR,1000,Medium,52,2.01,7.33,,,,,,320,390,720,1600,1300,1600,1600,1600,1300,1300,1000,1000
home depot garden cart,EUR,1600,High,100,0.24,1.65,,,,,,880,590,880,1900,2900,2900,2400,1900,1300,1300,1000,880
gas tiller,EUR,1000,High,100,0.22,0.67,,,,,,320,390,880,1900,2900,2400,1600,880,720,880,720,590
stihl gas leaf blower,EUR,1300,High,100,0.4,2.19,,,,,,1600,390,480,720,1300,1300,1300,720,1000,1000,1900,2900
dandelion puller,EUR,1000,High,100,0.31,0.6,,,,,,70,90,110,320,2900,5400,1600,720,480,260,140,140
buy trees near me,EUR,1000,High,95,0.54,3.93,,,,,,720,480,480,1300,2400,1900,1600,1000,1000,1000,1000,720
garden wheelbarrow,EUR,880,High,100,0.24,0.85,,,,,,480,320,480,1000,1600,1600,1300,1000,880,880,880,590
pruning scissors,EUR,720,High,100,0.31,0.7,,,,,,480,480,480,480,720,720,880,880,880,1000,880,590
mini shovel,EUR,720,High,100,0.25,2.7,,,,,,590,880,720,590,720,590,720,720,720,720,720,720
best landscapers near me,EUR,1000,Medium,56,1.99,6.92,,,,,,320,590,720,1600,1900,1900,1300,1300,1300,1000,1000,590
bamboo for sale near me,EUR,1000,High,100,0.33,1.27,,,,,,720,590,720,1300,1600,1900,1300,1000,1000,880,720,590
plant farm,EUR,1000,Low,9,0.78,3.19,,,,,,480,480,480,1000,1300,2400,1000,880,880,880,880,1000
cordless leaf blower vacuum,EUR,880,High,100,0.22,0.66,,,,,,880,320,140,590,880,880,720,480,480,1000,1600,2400
custom lawn care,EUR,1000,Low,13,2.47,8.27,,,,,,320,480,480,1000,1900,1900,1300,1300,1000,880,880,590
soil sieve,EUR,590,High,100,0.24,1.8,,,,,,320,390,390,590,720,720,590,590,720,720,590,480
willow trees for sale,EUR,1000,High,100,0.27,1.52,,,,,,880,590,590,1000,1900,1900,1300,1300,1300,1000,880,880
fiskars shovel,EUR,1000,High,100,0.31,0.56,,,,,,880,720,720,1000,1300,1600,1600,1000,1000,880,880,720
birch trees for sale,EUR,1000,High,100,0.25,1.06,,,,,,590,590,480,1000,1600,1900,1300,1000,1000,1000,880,720
greenhouse nursery near me,EUR,1300,Medium,39,1.62,4.34,,,,,,480,590,720,1600,2900,4400,1900,1000,1000,880,590,590
a cut above landscaping,EUR,1000,Low,9,1.34,6.02,,,,,,320,590,590,1300,1900,1600,1000,1000,880,1000,1300,880
lilac tree for sale,EUR,1000,High,100,0.21,0.5,,,,,,70,260,590,1300,2900,4400,1900,880,590,390,320,140
craftsman garden hose,EUR,1000,High,100,0.22,0.61,,,,,,260,320,320,720,1300,1900,1600,2400,1600,880,590,320
jacaranda tree for sale,EUR,880,High,100,0.2,1.19,,,,,,320,480,720,1000,1000,1600,1900,880,720,590,590,390
hand sickle,EUR,880,High,100,0.28,0.4,,,,,,390,390,390,590,720,880,1300,1300,1000,1000,1300,480
