Keyword,Currency,Avg. monthly searches,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
3kw solar system,EUR,390,High,100,1.75,5.83,,,,,,320,390,390,390,320,390,390,480,480,320,320,260
solar panel array,EUR,590,High,100,2.32,7.51,,,,,,260,320,320,320,320,320,2400,880,480,390,480,480
solar panel setup,EUR,590,High,100,1.82,6.74,,,,,,480,590,590,590,590,590,720,720,720,720,720,590
free energy magnet,EUR,480,High,100,0.11,5.92,,,,,,590,720,590,480,390,390,260,390,390,390,390,480
solar panel installation companies,EUR,720,Low,10,4.78,17.99,,,,,,140,260,320,320,390,390,390,480,720,390,2400,2400
4patriots solar charger,EUR,880,High,100,0.26,5.13,,,,,,40,260,260,590,720,1900,880,1900,1000,720,720,590
camping solar charger,EUR,880,High,100,0.22,1.22,,,,,,590,480,590,880,1000,1300,1300,1900,1300,880,720,590
solar power energy,EUR,480,Medium,56,3.45,17.63,,,,,,390,390,480,480,720,480,480,390,480,590,590,590
best solar panel company,EUR,720,High,97,4.3,15.73,,,,,,480,720,720,880,880,880,720,880,880,720,880,590
best solar panels for home,EUR,720,High,100,2.82,10.11,,,,,,590,720,880,880,590,590,590,880,480,880,720,480
delta g 0,EUR,390,Low,0,,,,,,,,390,390,480,480,720,390,170,210,210,590,590,590
residential solar systems,EUR,720,High,100,1.99,11.6,,,,,,390,720,590,1000,720,880,720,880,720,590,720,720
solar energy panels,EUR,720,High,78,2.11,8.3,,,,,,480,590,720,720,720,590,590,590,590,720,880,720
48v solar panel,EUR,720,High,100,0.15,5.41,,,,,,480,590,480,590,720,720,720,720,880,720,720,590
portable solar panels for camping,EUR,720,High,100,0.42,2.69,,,,,,590,720,590,590,720,880,880,1000,590,590,590,480
solar system for sale,EUR,590,High,100,1.35,6.85,,,,,,590,720,720,720,590,590,590,590,590,720,720,590
solar panel for shed,EUR,720,High,100,0.6,5.02,,,,,,480,590,590,720,880,880,880,880,880,880,880,720
best solar panels for rv,EUR,880,High,100,0.25,3.66,,,,,,590,720,720,1000,880,880,880,880,880,880,880,590
leasing solar panels,EUR,1000,High,83,3.3,13.09,,,,,,590,880,880,1000,1300,1000,1300,1300,1300,1000,1000,880
solar power for shed,EUR,880,High,100,0.6,4.5,,,,,,590,720,590,720,880,880,880,1000,880,880,880,720
homemade solar panels,EUR,590,High,100,0.32,6.49,,,,,,480,720,590,720,590,590,590,720,590,720,720,590
solar system for home price,EUR,390,High,100,1.47,8.08,,,,,,170,260,210,590,1000,320,320,390,390,320,390,320
6kw solar system,EUR,390,High,100,2.22,8.21,,,,,,260,390,390,390,390,390,390,480,480,480,390,320
sun panel,EUR,480,High,95,2.11,7.67,,,,,,260,320,390,480,480,480,480,480,480,480,590,480
solar power installation,EUR,480,Medium,64,2.81,15.29,,,,,,590,390,480,720,480,390,480,480,590,480,590,590
solar panel system cost,EUR,590,High,100,1.8,8.37,,,,,,390,590,590,720,590,480,480,590,590,590,590,480
plug in solar panels,EUR,720,High,100,0.55,6.73,,,,,,590,590,590,720,720,720,880,880,720,880,720,720
solar energy cost per kwh,EUR,590,Low,24,2.36,7.73,,,,,,480,720,720,720,720,480,390,390,320,480,590,480
off grid solar panels,EUR,880,High,100,0.9,4.44,,,,,,590,1000,880,880,880,720,880,880,880,880,1000,590
arlo solar,EUR,480,High,100,0.26,1.75,,,,,,590,390,390,390,480,480,480,590,480,480,320,480
solar powered usb charger,EUR,720,High,100,0.33,1.35,,,,,,480,260,320,320,320,480,480,590,3600,590,320,320
free solar panels for home use,EUR,390,High,100,1.52,7.92,,,,,,260,320,390,320,390,390,480,590,480,480,390,320
solar energy for home,EUR,590,High,88,2.34,12.84,,,,,,390,590,590,480,590,480,480,720,590,590,480,480
thin film solar cells,EUR,320,High,100,1.53,5.7,,,,,,260,170,260,320,390,320,390,480,320,320,390,390
best solar battery charger,EUR,590,High,100,0.2,1.23,,,,,,320,320,320,480,1000,720,880,880,590,480,390,390
rv solar installation,EUR,720,High,100,0.84,8.99,,,,,,480,720,720,880,880,880,720,720,880,720,720,590
hyundai solar panels,EUR,480,High,100,1.74,6.89,,,,,,260,320,320,390,390,390,390,480,880,480,480,480
monocrystalline silicon,EUR,320,Medium,64,1.06,13.5,,,,,,210,260,390,390,480,390,320,320,210,260,260,260
tesla solar power,EUR,590,Medium,60,2.05,6.84,,,,,,390,390,390,480,590,590,590,720,880,720,880,880
perpetual motion generator,EUR,480,High,100,,,,,,,,480,590,480,480,390,390,320,390,390,590,480,480
solar panel business,EUR,480,High,88,2.95,9.57,,,,,,320,320,480,480,480,390,480,480,480,590,480,590
ac solar panel,EUR,480,High,100,1.29,5.85,,,,,,260,260,320,390,390,480,590,880,590,480,320,320
sunpower marketwatch,EUR,590,Low,8,3.94,7.69,,,,,,10,10,110,1000,880,880,590,720,880,720,480,720
5v solar panel,EUR,390,High,100,0.2,7.19,,,,,,390,390,390,390,390,390,390,480,390,390,390,320
free electricity generator,EUR,320,High,100,0.9,5.05,,,,,,170,480,480,390,170,260,320,320,320,320,390,390
silicon solar cell,EUR,390,Medium,47,0.26,5.13,,,,,,260,260,320,390,390,320,260,390,390,390,480,480
kyocera solar panels,EUR,480,High,100,1.26,7.32,,,,,,390,480,480,480,480,390,390,480,480,390,480,390
tesla home solar,EUR,590,High,100,1.9,7.42,,,,,,480,480,390,390,390,480,480,590,880,880,880,720
panasonic solar,EUR,320,High,94,2.67,10.25,,,,,,210,320,260,320,390,390,390,390,390,390,390,320
solar cost per kwh,EUR,590,Low,23,2.16,6.99,,,,,,480,480,590,590,720,480,590,590,590,720,720,590
solar panel png,EUR,260,Low,23,,,,,,,,140,110,140,170,210,170,170,320,320,480,590,590
solar system installation,EUR,390,High,69,3.37,18.8,,,,,,260,320,390,320,390,320,320,390,480,480,590,390
amazon solar charger,EUR,590,High,100,0.31,1.04,,,,,,880,390,390,590,720,720,880,720,720,480,590,590
delta g spontaneous,EUR,480,Low,0,,,,,,,,320,260,480,480,1000,590,260,210,320,480,720,720
solar panel fan,EUR,480,High,100,0.32,4.5,,,,,,140,210,260,320,590,720,880,1300,720,590,320,210
solar farm cost,EUR,480,Low,28,1.16,5.62,,,,,,390,480,480,480,590,480,480,480,480,480,590,590
solar inverter charger,EUR,480,High,100,0.7,2.81,,,,,,260,390,480,480,390,480,480,720,480,720,590,480
off grid solar inverter,EUR,320,High,100,0.84,2.25,,,,,,170,210,260,320,320,320,260,590,390,320,590,390
solar lease,EUR,590,Medium,64,3.74,13.53,,,,,,390,590,480,720,720,590,720,720,720,590,720,590
photovoltaic solar energy,EUR,480,Low,8,2.99,15.11,,,,,,480,480,480,590,720,480,260,480,390,480,320,260
gibbs free energy spontaneous,EUR,480,Low,0,,,,,,,,390,320,480,320,880,590,260,210,260,390,720,720
hqst solar panels,EUR,590,High,100,0.76,4.68,,,,,,90,140,880,880,720,720,590,1000,590,390,390,390
sunpower x series,EUR,480,High,100,3.81,10.65,,,,,,260,260,390,590,720,590,390,590,590,390,320,320
solar panel and battery,EUR,480,High,100,1.52,8.12,,,,,,390,390,390,480,480,390,480,590,480,590,590,480
lowes solar panels,EUR,720,High,100,1.29,6.1,,,,,,480,590,480,720,720,880,880,880,880,720,720,590
silfab solar panels,EUR,590,High,100,2.15,9.89,,,,,,210,260,390,480,480,590,720,720,720,720,720,480
tesla solar roof price,EUR,320,Medium,62,1.52,6.46,,,,,,390,320,210,260,320,320,320,390,390,320,590,320
smartflower solar cost,EUR,480,Low,30,1.44,5.23,,,,,,480,720,590,390,390,2400,110,110,260,320,110,210
free energy generator magnet,EUR,320,High,100,1.8,4.6,,,,,,320,390,320,320,320,260,260,260,320,260,260,320
solar power supply,EUR,390,High,100,1.34,6.73,,,,,,260,260,320,320,320,390,390,390,390,320,390,390
2kw solar system,EUR,320,High,100,0.9,5.84,,,,,,260,260,260,320,320,260,320,390,320,320,260,210
best portable solar panels for camping,EUR,480,High,100,0.54,4.21,,,,,,260,260,480,480,390,480,480,720,480,590,590,260
water solar panel,EUR,480,High,100,1.28,6.39,,,,,,390,390,480,480,480,590,480,480,590,480,590,480
complete solar system,EUR,390,High,100,0.65,5.58,,,,,,320,390,390,590,480,390,390,390,590,390,480,390
longi solar panels,EUR,320,High,100,0.9,6.44,,,,,,140,140,170,260,260,390,480,320,480,480,390,390
marine solar battery charger,EUR,720,High,100,0.26,0.97,,,,,,320,480,480,720,880,1300,1300,1000,880,590,390,480
installing solar panels on roof,EUR,590,High,81,3.54,12.59,,,,,,590,590,320,480,720,720,480,480,880,720,720,480
tesla solar panel roof,EUR,720,High,75,1.53,7.01,,,,,,590,590,480,590,590,720,720,880,1000,720,1300,1000
solar world panels,EUR,590,High,100,0.9,4.92,,,,,,480,590,590,590,590,720,590,720,720,720,590,480
solar business,EUR,260,Medium,56,2.82,8.32,,,,,,260,320,260,320,260,210,260,260,320,260,320,320
solar panel suppliers,EUR,390,High,100,1.8,8.74,,,,,,390,260,480,390,390,390,480,390,480,480,590,390
portable solar power system,EUR,480,High,100,1.08,6.3,,,,,,260,390,320,590,480,590,590,720,480,390,480,320
solar power for rv air conditioner,EUR,590,High,100,0.2,7.19,,,,,,320,480,590,590,720,720,720,880,720,590,390,210
solar panel car battery charger,EUR,720,High,100,0.26,3.74,,,,,,880,480,720,590,590,590,590,720,590,590,720,590
unisolar,EUR,320,High,100,0.33,6.05,,,,,,260,320,320,390,320,320,260,390,320,260,320,210
motorhome solar panels,EUR,320,High,100,0.44,5.9,,,,,,210,390,260,320,260,390,320,390,320,320,260,260
goal zero solar charger,EUR,480,High,100,0.35,0.96,,,,,,590,320,320,390,480,590,480,590,590,480,590,390
4kw solar system,EUR,320,High,100,1.71,9.21,,,,,,210,210,210,260,390,480,320,390,320,260,260,210
solarcity panels,EUR,480,Medium,51,2.7,10,,,,,,480,590,390,480,480,590,480,590,720,590,590,480
solar panels for sale amazon,EUR,480,High,100,0.36,5.19,,,,,,320,480,590,590,320,320,390,720,720,480,590,480
whole house solar system,EUR,480,High,100,1.23,6.25,,,,,,320,590,590,590,390,390,480,480,590,480,590,480
solar photovoltaic cell,EUR,320,Medium,41,1.61,12.5,,,,,,320,260,390,390,390,320,210,480,320,320,320,320
solar battery charger for phone,EUR,590,High,100,0.36,1.98,,,,,,480,320,320,480,590,720,880,720,880,590,590,880
diy solar power,EUR,480,High,100,0.47,2.81,,,,,,390,390,320,390,480,390,480,480,590,480,480,590
flexible solar cells,EUR,390,High,100,0.71,2.75,,,,,,260,320,320,480,390,390,320,480,480,480,390,390
harbor freight solar charger,EUR,480,High,100,0.48,7.19,,,,,,390,390,260,480,480,590,590,720,590,590,590,480
320 watt solar panel,EUR,390,High,100,0.79,5.4,,,,,,260,320,390,590,480,320,320,320,390,320,320,320
solar panel roof cost,EUR,880,High,100,2,7.66,,,,,,720,720,880,1000,1000,1000,880,1000,880,880,880,880
2000 watt solar panel,EUR,480,High,100,0.21,5.35,,,,,,390,480,320,390,590,480,480,590,590,480,390,480
electric solar panels,EUR,720,High,100,2.23,8.45,,,,,,590,590,880,590,720,720,590,880,720,720,880,720
new solar panels,EUR,480,High,100,1.86,6.64,,,,,,260,260,320,390,390,480,590,720,590,480,480,390
anker solar panel,EUR,320,High,100,1.38,3.49,,,,,,260,170,170,260,260,480,480,480,390,260,210,210
home solar system cost,EUR,480,High,100,1.74,8.16,,,,,,320,480,720,480,720,480,480,480,590,480,480,390
solar panel power output,EUR,390,High,100,1.73,6.91,,,,,,260,320,320,390,390,390,390,390,390,390,390,320
rei solar charger,EUR,480,High,100,0.57,2.86,,,,,,480,260,260,390,480,590,590,720,590,390,720,390
solar powered ceiling fan,EUR,480,High,100,0.14,2.72,,,,,,110,170,170,320,480,880,1000,1000,590,390,260,170
goal zero solar,EUR,390,High,100,0.48,1.81,,,,,,320,320,260,390,390,480,480,480,480,390,480,390
pwm charge controller,EUR,260,High,100,0.63,2.03,,,,,,170,260,210,210,210,260,320,320,260,210,260,260
positive delta g,EUR,390,Low,0,,,,,,,,320,260,480,480,590,390,170,140,140,720,880,480
diy solar cell,EUR,320,High,100,0.31,2.02,,,,,,320,320,260,320,260,390,390,320,320,320,320,260
black solar panels,EUR,320,High,100,1.78,7.23,,,,,,170,210,210,390,260,480,390,480,390,480,390,320
600 watt solar panel,EUR,390,High,100,0.17,4.5,,,,,,390,480,390,390,320,390,390,480,480,390,390,320
raspberry pi solar power,EUR,480,High,100,2.38,12.77,,,,,,390,390,390,480,480,480,480,590,480,480,390,390
ravpower solar charger,EUR,320,High,100,0.39,1.65,,,,,,320,210,210,210,210,260,320,590,480,390,320,170
solar panel efficiency 2019,EUR,390,High,88,1.42,7.35,,,,,,20,70,110,320,480,480,320,590,590,480,480,590
solar power inverter for home,EUR,320,High,100,1.71,8.31,,,,,,170,210,140,210,260,390,390,390,480,390,480,480
highest watt solar panel,EUR,720,High,100,0.94,6.3,,,,,,590,720,720,880,880,720,720,880,880,880,880,720
tesla solar roof availability,EUR,390,Medium,65,1.78,7.41,,,,,,320,480,320,320,260,320,590,480,480,390,590,480
home solar panel system,EUR,480,High,100,1.8,8.58,,,,,,260,390,320,320,480,480,390,480,480,480,590,480
large solar panels,EUR,390,High,100,1.22,6.36,,,,,,390,390,480,390,390,390,480,480,390,390,390,390
solar charger walmart,EUR,590,High,100,0.18,2.55,,,,,,390,260,260,480,590,480,880,1000,1000,720,590,480
solar rechargeable aa batteries,EUR,720,High,100,0.35,1.15,,,,,,260,210,320,720,590,1000,1300,880,880,880,880,720
polycrystalline solar cells,EUR,320,High,97,0.6,4.14,,,,,,260,260,320,390,390,390,260,320,260,320,390,260
industrial solar panels,EUR,390,High,100,1.98,6.85,,,,,,320,320,390,390,480,390,390,480,390,390,480,590
solar power system cost,EUR,390,High,100,1.61,7.45,,,,,,320,390,390,390,390,390,320,390,390,320,320,260
harbor freight solar battery charger,EUR,590,High,100,0.41,3.83,,,,,,480,590,480,590,590,590,590,720,720,720,720,590
solar panel battery cost,EUR,320,High,100,1.83,8.53,,,,,,90,170,210,320,210,320,320,390,390,390,590,390
micro inverter solar panel,EUR,880,High,100,0.99,6.38,,,,,,590,720,720,720,590,720,880,1000,880,880,1000,880
solar powered car battery charger,EUR,390,High,100,0.13,0.49,,,,,,320,390,320,590,390,390,480,480,390,480,480,390
best solar panels for home use,EUR,320,High,100,2.03,7.8,,,,,,260,390,590,390,260,260,320,320,320,320,260,210
best solar panels 2018,EUR,260,High,100,2.58,8.09,,,,,,720,880,260,320,170,170,110,110,110,110,140,70
5 watt solar panel,EUR,390,High,100,0.34,4.72,,,,,,390,390,260,390,390,390,480,480,390,390,390,390
best portable solar charger 2018,EUR,390,High,100,0.22,2.7,,,,,,390,210,260,320,320,480,480,590,480,390,320,210
vivint solar panels,EUR,480,Medium,55,3.24,8.84,,,,,,260,320,320,390,390,480,480,720,720,590,590,480
pro logix battery charger,EUR,390,High,100,0.21,0.48,,,,,,390,590,320,390,480,390,260,210,390,320,480,390
diy solar energy,EUR,320,High,99,0.44,4.04,,,,,,210,140,320,1300,320,590,590,260,110,70,70,70
solar energy companies near me,EUR,480,Medium,42,4.26,17.1,,,,,,260,480,480,480,390,390,480,480,480,480,390,480
120 watt solar panel,EUR,260,High,100,0.18,6.3,,,,,,210,210,170,320,260,320,320,320,260,260,210,260
renogy 100 watt solar panel,EUR,480,High,100,0.19,5.26,,,,,,390,480,390,480,480,390,390,480,480,390,390,480
solar powered outdoor fan,EUR,590,High,100,0.13,4.24,,,,,,70,110,170,320,480,1000,1300,1600,720,480,210,110
graphene solar panels,EUR,320,High,100,2.09,8.2,,,,,,320,320,260,320,320,320,260,260,260,390,320,260
mono solar panel,EUR,210,High,100,1.14,8.53,,,,,,170,260,210,260,260,210,210,260,210,210,210,210
sharp solar panels,EUR,260,High,100,1.17,7.62,,,,,,210,210,210,480,320,210,260,390,260,320,320,260
20kw solar system,EUR,320,High,100,1.47,5.96,,,,,,210,320,260,320,210,260,260,390,390,320,320,260
30 watt solar panel,EUR,320,High,100,0.38,6.3,,,,,,210,260,320,320,320,390,480,390,390,260,320,260
solar panel air conditioner,EUR,480,High,100,1.52,9.15,,,,,,140,170,260,390,390,480,880,1000,590,480,260,170
solar cell panel,EUR,260,High,100,2.03,8.99,,,,,,210,260,260,390,320,320,170,260,260,320,320,320
solar panel for home price,EUR,210,High,100,2.19,8.77,,,,,,210,170,260,260,260,210,210,260,260,210,210,210
small solar power system,EUR,390,High,100,1.41,7.59,,,,,,320,320,210,320,390,390,480,480,480,480,390,260
best solar charge controller,EUR,320,High,100,0.15,2.46,,,,,,210,210,260,260,390,320,320,390,320,390,320,260
solar panel price per watt,EUR,260,High,100,2.03,7.64,,,,,,210,210,320,260,320,320,260,320,260,260,320,260
160 watt solar panel,EUR,260,High,100,0.19,6.14,,,,,,260,260,210,260,260,260,260,320,260,210,210,260
free energy motor,EUR,170,High,98,,,,,,,,170,260,210,260,110,140,170,140,140,140,170,110
solar energy efficiency,EUR,320,Low,16,1.98,8.3,,,,,,260,260,390,390,480,320,210,170,170,260,320,320
solar panels on flat roof,EUR,480,High,100,3.4,10.94,,,,,,260,320,320,320,390,390,390,720,590,590,720,590
go power solar panels,EUR,480,High,100,0.41,5.62,,,,,,170,260,390,320,320,480,480,590,720,590,480,320
solar power efficiency,EUR,320,Medium,37,1.8,6.97,,,,,,260,260,390,390,320,320,260,260,210,320,320,320
portable solar system,EUR,320,High,100,0.32,4.21,,,,,,260,320,480,320,260,390,390,390,390,390,320,260
free energy magnet motor,EUR,260,High,100,1.8,7.93,,,,,,320,320,260,260,210,170,210,210,320,260,320,320
rv solar installation near me,EUR,590,High,88,2.81,11.68,,,,,,390,480,480,590,590,590,390,480,590,720,590,390
solar power companies near me,EUR,390,High,80,4.76,17.19,,,,,,210,390,390,480,390,320,480,480,480,480,480,320
monocrystalline solar cell,EUR,260,High,100,0.4,3.98,,,,,,210,260,320,320,320,260,210,140,210,210,210,260
pv installation,EUR,260,Low,11,2.04,15.34,,,,,,170,260,390,260,260,260,210,210,260,210,260,320
top solar companies in the world,EUR,260,Medium,55,1.87,8.09,,,,,,140,210,210,210,260,260,320,390,390,320,260,210
solar rooftop system,EUR,170,High,100,1.76,9.34,,,,,,140,140,140,140,140,140,140,210,210,170,260,210
25 watt solar panel,EUR,320,High,100,0.28,5.1,,,,,,320,260,260,320,390,480,390,390,320,320,320,320
solar power shingles,EUR,480,High,100,1.58,6.3,,,,,,390,390,390,480,480,390,590,590,590,480,480,480
sunpower flexible solar panels,EUR,320,High,100,0.44,7.33,,,,,,170,260,320,390,390,260,390,320,320,320,320,260
best portable solar panels for rv,EUR,390,High,100,0.23,2.94,,,,,,260,320,320,480,390,480,480,390,390,320,390,210
12v solar charge controller,EUR,320,High,100,0.37,1.37,,,,,,320,260,210,260,320,320,320,390,390,320,390,320
solar panel tiles,EUR,260,High,100,2.46,7.68,,,,,,170,210,210,210,210,260,260,390,320,320,320,210
solar setup,EUR,320,High,100,1.31,5.49,,,,,,210,320,320,320,260,320,320,390,390,260,320,320
silfab 310,EUR,390,High,100,1.23,5.47,,,,,,170,260,320,390,390,390,480,480,480,480,390,320
thin solar panels,EUR,320,High,100,1.21,7.58,,,,,,260,390,260,320,260,390,320,390,390,320,320,260
source of solar energy,EUR,260,Low,14,2.64,7.19,,,,,,260,260,260,260,320,320,90,110,210,260,260,320
solar incentives,EUR,390,Medium,52,2.38,7.97,,,,,,260,320,320,320,390,320,320,390,390,390,390,390
jackery solar panel,EUR,390,High,100,0.56,4.96,,,,,,140,170,110,140,170,390,480,590,590,720,480,390
solar powered devices,EUR,210,High,100,0.49,6.3,,,,,,210,110,90,170,170,210,260,260,210,170,320,210
lightweight solar panels,EUR,320,High,100,0.93,7.19,,,,,,260,260,260,260,260,320,320,320,320,320,320,260
products of solar energy,EUR,210,High,97,1.61,7.19,,,,,,110,70,140,210,320,170,320,480,390,110,170,140
dokio solar panel,EUR,260,High,100,0.4,9.31,,,,,,50,90,90,210,170,170,590,720,320,260,260,170
suntech solar,EUR,170,Medium,63,1.65,7.37,,,,,,110,170,140,170,170,210,210,210,210,210,210,140
40 watt solar panel,EUR,210,High,100,0.17,6.7,,,,,,140,140,140,210,260,210,210,320,260,210,170,110
solar cell charger,EUR,320,High,100,0.35,1.23,,,,,,260,140,140,320,320,320,320,480,390,260,390,260
arlo solar charger,EUR,320,High,100,0.38,1.13,,,,,,210,210,140,260,260,260,260,320,390,480,390,880
wasserstein solar panel,EUR,320,High,100,0.6,7.61,,,,,,320,210,210,390,320,210,320,390,480,390,320,480
solar cell price,EUR,140,High,100,1.8,7.19,,,,,,90,110,140,140,170,170,110,140,110,90,140,140
free energy biology,EUR,320,Low,0,,,,,,,,260,210,260,260,170,170,90,110,260,720,880,390
solar supply near me,EUR,480,High,79,2.77,14.8,,,,,,320,210,260,320,390,480,590,880,590,390,480,320
solar aa battery charger,EUR,390,High,100,0.23,1.48,,,,,,390,390,320,390,320,390,390,590,390,320,480,390
sun solar panels,EUR,320,High,83,2.59,10.58,,,,,,140,260,320,260,320,320,320,320,390,480,590,480
first solar panels,EUR,320,High,72,2.25,9.27,,,,,,260,390,260,390,390,320,320,260,390,390,480,390
off grid solar power,EUR,390,High,100,0.79,4.37,,,,,,320,390,320,320,390,320,390,390,390,390,590,390
vbhn330sa17,EUR,320,High,100,0.61,4.95,,,,,,170,210,320,390,390,390,390,390,390,320,390,320
tesla panels,EUR,320,High,87,1.67,4.29,,,,,,210,210,170,210,260,390,260,320,480,390,480,480
solar powered roads,EUR,390,Low,22,1.8,5.5,,,,,,320,320,390,390,390,390,320,320,480,480,390,480
home depot solar,EUR,390,High,100,2.14,6.66,,,,,,320,320,260,320,390,390,390,390,390,390,390,260
8kw solar system,EUR,260,High,90,2.47,8.08,,,,,,210,210,210,260,260,320,260,320,320,210,260,210
top solar panels,EUR,260,High,97,2.22,7.04,,,,,,140,210,210,260,210,210,210,260,320,260,320,210
smartflower solar price,EUR,260,Low,27,1.24,4.13,,,,,,590,1000,170,110,70,590,70,40,70,70,40,20
sunyee flexible solar panel,EUR,320,High,100,1.41,6.21,,,,,,0,0,720,720,880,480,260,170,210,210,170,170
15 watt solar panel,EUR,320,High,100,0.28,7.53,,,,,,210,210,210,390,320,480,480,480,480,320,320,210
sailboat solar panels,EUR,480,High,100,0.31,5.03,,,,,,320,390,390,480,480,390,590,720,720,590,480,480
solbian solar panels,EUR,260,High,100,1.96,9.6,,,,,,210,260,320,320,260,210,260,260,260,210,260,260
solar panels in parallel,EUR,320,High,100,4.18,21.58,,,,,,170,170,260,260,210,260,320,390,320,390,390,320
grid tie solar,EUR,320,High,100,1.23,5,,,,,,260,320,320,320,260,320,260,390,390,390,320,260
lg solar panels for sale,EUR,320,High,100,1.36,7.93,,,,,,170,260,260,320,260,260,320,320,390,390,390,390
