Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
speedny dating,USD,N/A,10,100,Low,10,1.76,9.51,,,,,,,,,,,,,,,,,
college speed dating,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
totally free gay dating sites,USD,N/A,10,100,High,69,0.84,2.3,,,,,,,,,,,,,,,,,
telugu catholic matrimony,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
pof search free 2017,USD,N/A,10,100,Medium,43,,,,,,,,,,,,,,,,,,,
seeking older man,USD,N/A,10,100,Medium,35,1.03,2.64,,,,,,,,,,,,,,,,,
daivajna matrimony,USD,N/A,10,100,Low,8,,,,,,,,,,,,,,,,,,,
free online dating sites for over 50,USD,N/A,10,100,High,96,2.88,4.61,,,,,,,,,,,,,,,,,
older woman younger man dating sites free,USD,N/A,10,100,Medium,50,,,,,,,,,,,,,,,,,,,
vaniya chettiar sangam,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
russian women seeking men,USD,N/A,10,100,High,75,1.79,5.27,,,,,,,,,,,,,,,,,
maruthuvar,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
gujarati matrimony search,USD,N/A,10,100,Medium,36,,,,,,,,,,,,,,,,,,,
free hookup site without payment,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
mingle free dating site,USD,N/A,10,100,High,78,0.77,2.05,,,,,,,,,,,,,,,,,
nair brides,USD,N/A,10,100,Low,18,,,,,,,,,,,,,,,,,,,
bharat matrimony search bride by id,USD,N/A,10,100,Low,20,,,,,,,,,,,,,,,,,,,
meet christian singles free,USD,N/A,10,100,High,69,1.47,3.35,,,,,,,,,,,,,,,,,
matrimony search,USD,N/A,10,100,Low,17,,,,,,,,,,,,,,,,,,,
rajarajan matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
speed dating this weekend,USD,N/A,10,100,Low,26,1.63,4.8,,,,,,,,,,,,,,,,,
arabian date free chat,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
96 kuli maratha brides,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
top interracial dating site,USD,N/A,10,100,Medium,36,1.64,4.29,,,,,,,,,,,,,,,,,
reddy matrimony grooms,USD,N/A,10,100,Low,17,,,,,,,,,,,,,,,,,,,
meet dating site free,USD,N/A,10,100,High,100,1.94,4.19,,,,,,,,,,,,,,,,,
free matrimony website,USD,N/A,10,100,Medium,55,2,6.91,,,,,,,,,,,,,,,,,
couples speed dating,USD,N/A,10,100,Medium,42,0.4,1.69,,,,,,,,,,,,,,,,,
interracial teen dating,USD,N/A,10,100,Low,13,0.49,2.4,,,,,,,,,,,,,,,,,
free online dating no sign up,USD,N/A,10,100,High,84,0.94,2.46,,,,,,,,,,,,,,,,,
like tinder but free,USD,N/A,10,100,Medium,64,0.65,1.8,,,,,,,,,,,,,,,,,
black people speed dating,USD,N/A,10,100,Low,15,,,,,,,,,,,,,,,,,,,
interracial dating stats,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
mexican women looking for american men,USD,N/A,10,100,High,83,1.32,3.64,,,,,,,,,,,,,,,,,
blind date events near me,USD,N/A,10,100,Low,18,0.88,2.59,,,,,,,,,,,,,,,,,
eharmony for black singles,USD,N/A,10,100,Medium,41,1.08,6.5,,,,,,,,,,,,,,,,,
kashmiri brides for marriage,USD,N/A,10,100,Low,24,,,,,,,,,,,,,,,,,,,
online dating site without registration,USD,N/A,10,100,High,84,1.65,3.09,,,,,,,,,,,,,,,,,
free local lesbian dating websites,USD,N/A,10,100,High,97,1.03,2.46,,,,,,,,,,,,,,,,,
vishwakarma brides,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
free spiritual dating sites,USD,N/A,10,100,High,73,1.06,2.86,,,,,,,,,,,,,,,,,
cdff christian dating site,USD,N/A,10,100,Medium,52,,,,,,,,,,,,,,,,,,,
online dating for free without credit card,USD,N/A,10,100,High,91,1.61,5.94,,,,,,,,,,,,,,,,,
christian dating for free website,USD,N/A,10,100,Medium,57,1.35,4.3,,,,,,,,,,,,,,,,,
granny dating agency,USD,N/A,10,100,Medium,52,,,,,,,,,,,,,,,,,,,
free hookup site no card,USD,N/A,10,100,High,81,1.1,2.33,,,,,,,,,,,,,,,,,
okcupid interracial dating,USD,N/A,10,100,Low,17,0.65,2.24,,,,,,,,,,,,,,,,,
bengali matrimony grooms,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
teen speed dating,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
best online dating for serious relationships,USD,N/A,10,100,Medium,57,1.3,2.97,,,,,,,,,,,,,,,,,
single mixer events near me,USD,N/A,10,100,Low,26,1.58,4.22,,,,,,,,,,,,,,,,,
pasi matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
rich men looking for women,USD,N/A,10,100,Medium,65,0.52,2.19,,,,,,,,,,,,,,,,,
zee marathi matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
interracial match dating,USD,N/A,10,100,Medium,49,0.48,3.37,,,,,,,,,,,,,,,,,
free age gap dating sites,USD,N/A,10,100,Medium,39,0.93,2.24,,,,,,,,,,,,,,,,,
muzmatch experience,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
gay dating site without registration,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
free love dating site,USD,N/A,10,100,High,75,1.22,2.59,,,,,,,,,,,,,,,,,
single ladies looking for men,USD,N/A,10,100,Medium,34,0.78,1.57,,,,,,,,,,,,,,,,,
kasar matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
best dating sites for interracial dating,USD,N/A,10,100,High,80,1.8,5.66,,,,,,,,,,,,,,,,,
totally free dating sites no credit card needed,USD,N/A,10,100,High,71,1.23,2.35,,,,,,,,,,,,,,,,,
hookup sites without registration,USD,N/A,10,100,High,88,0.65,1.33,,,,,,,,,,,,,,,,,
devangar matrimonial,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
speed dating over 40 near me,USD,N/A,10,100,High,68,1.18,2.91,,,,,,,,,,,,,,,,,
punjabi matrimony brides,USD,N/A,10,100,Medium,33,,,,,,,,,,,,,,,,,,,
kalyan matrimony telugu,USD,N/A,10,100,Low,16,0.45,2.26,,,,,,,,,,,,,,,,,
personal ads men seeking women,USD,N/A,10,100,Medium,38,,,,,,,,,,,,,,,,,,,
sri sai sankara matrimony search by id,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
christian speed dating near me,USD,N/A,10,100,Medium,45,1.56,3.9,,,,,,,,,,,,,,,,,
russian women looking for men,USD,N/A,10,100,Medium,59,2.01,5,,,,,,,,,,,,,,,,,
shaadi marriage,USD,N/A,10,100,Low,21,,,,,,,,,,,,,,,,,,,
free singles dating sites no credit card,USD,N/A,10,100,Medium,64,1.51,3.23,,,,,,,,,,,,,,,,,
top 20 free dating sites,USD,N/A,10,100,High,77,0.93,2.94,,,,,,,,,,,,,,,,,
malayalee divorced brides,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
black white dating for interracial and mixed singles,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
ganapathythevar matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
free dating service for over 50,USD,N/A,10,100,High,87,2.02,4.66,,,,,,,,,,,,,,,,,
bengali matrimony profile search,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
woman seeking for man near me,USD,N/A,10,100,High,83,0.76,1.58,,,,,,,,,,,,,,,,,
hitwe dating site sign up,USD,N/A,10,100,High,84,1.33,3.58,,,,,,,,,,,,,,,,,
guys seeking girls,USD,N/A,10,100,Medium,36,0.43,1.71,,,,,,,,,,,,,,,,,
cupid interracial dating,USD,N/A,10,100,Low,14,0.86,2.69,,,,,,,,,,,,,,,,,
sites like mingle2,USD,N/A,10,100,Medium,52,0.68,1.99,,,,,,,,,,,,,,,,,
looking for american man to marry,USD,N/A,10,100,High,71,,,,,,,,,,,,,,,,,,,
free dating agencies,USD,N/A,10,100,Medium,33,1.28,2.72,,,,,,,,,,,,,,,,,
arora matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
telugu matrimony kamma,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
tamil sangam matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
m4marry matrimony,USD,N/A,10,100,Low,8,,,,,,,,,,,,,,,,,,,
completely free hookup sites no hidden fees,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
brahmin matrimony search by id,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
free online dating sites for serious relationships,USD,N/A,10,100,High,100,,,,,,,,,,,,,,,,,,,
christian dating for free cdff,USD,N/A,10,100,Medium,34,,,,,,,,,,,,,,,,,,,
free friendship sites without registration,USD,N/A,10,100,High,95,0.62,0.99,,,,,,,,,,,,,,,,,
2nd marriage matrimony,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
completely free dating sites for singles,USD,N/A,10,100,Medium,47,1.66,2.88,,,,,,,,,,,,,,,,,
mingle2 mobile site,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
kapu matrimony brides,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
free online dating no credit card,USD,N/A,10,100,High,75,1.39,5.82,,,,,,,,,,,,,,,,,
passion network dating site,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
baranwal matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
pof free username search,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
yadav brides,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
church matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
telugu matrimony view profile by id,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
unlock zoosk without paying,USD,N/A,10,100,Low,19,,,,,,,,,,,,,,,,,,,
free dating no payment,USD,N/A,10,100,High,96,1.35,2.6,,,,,,,,,,,,,,,,,
bhuvaneshwarimatrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
konguvellalarmatrimony,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
telugu widow brides,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
safe online dating sites free,USD,N/A,10,100,High,68,1.19,2.33,,,,,,,,,,,,,,,,,
koli matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
kannada matrimony second marriage,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
anastasia date free chat,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
interracial dating services,USD,N/A,10,100,Medium,45,1.44,3.69,,,,,,,,,,,,,,,,,
100 free spanish dating sites,USD,N/A,10,100,High,86,1.26,4.32,,,,,,,,,,,,,,,,,
lakshmi naidu matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
100 free dating sites no hidden costs,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
christian mingle free messaging,USD,N/A,10,100,Medium,47,1.61,5.69,,,,,,,,,,,,,,,,,
yadav matrimony tamil,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
free dating site 2018,USD,N/A,10,100,Medium,50,,,,,,,,,,,,,,,,,,,
best hookup sites 2018 free,USD,N/A,10,100,High,86,0.73,1.07,,,,,,,,,,,,,,,,,
free to chat hookup sites,USD,N/A,10,100,High,94,0.63,1.32,,,,,,,,,,,,,,,,,
free chatting and dating site,USD,N/A,10,100,High,82,1.39,2.43,,,,,,,,,,,,,,,,,
true matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
bbw speed dating,USD,N/A,10,100,Low,25,0.43,0.75,,,,,,,,,,,,,,,,,
lock and key speed dating,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
latin dating free,USD,N/A,10,100,High,74,1.13,5.12,,,,,,,,,,,,,,,,,
older women seeking younger guys,USD,N/A,10,100,Medium,64,1.01,1.68,,,,,,,,,,,,,,,,,
dating interracial central,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
second marriage websites,USD,N/A,10,100,High,76,,,,,,,,,,,,,,,,,,,
maine women seeking men,USD,N/A,10,100,Low,30,,,,,,,,,,,,,,,,,,,
nair matrimony advanced search,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
speed dating near you,USD,N/A,10,100,Medium,43,1.01,2.4,,,,,,,,,,,,,,,,,
100 free disabled dating sites,USD,N/A,10,100,High,81,0.65,2.55,,,,,,,,,,,,,,,,,
tamil vishwakarma matrimony,USD,N/A,10,100,Low,6,,,,,,,,,,,,,,,,,,,
jeevansathi marathi,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
free mixed race dating sites,USD,N/A,10,100,High,100,,,,,,,,,,,,,,,,,,,
totally free marriage sites,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
bharat matrimony oriya,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
singles speed dating near me,USD,N/A,10,100,Medium,61,0.79,3.17,,,,,,,,,,,,,,,,,
free military dating sites for civilians,USD,N/A,10,100,High,68,1.14,1.85,,,,,,,,,,,,,,,,,
dating sites free of cost,USD,N/A,10,100,High,92,1.04,2.86,,,,,,,,,,,,,,,,,
eris dating website,USD,N/A,10,100,Medium,56,1.16,2.37,,,,,,,,,,,,,,,,,
thai matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
meet thai singles free,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
free interracial chat,USD,N/A,10,100,Low,25,,,,,,,,,,,,,,,,,,,
vankar matrimony,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
devendra kula vellalar matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
free pakistani marriage websites,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
sourashtra matrimony grooms,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
totally free spanish dating sites,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
black and white interracial dating,USD,N/A,10,100,Low,32,0.57,1.97,,,,,,,,,,,,,,,,,
mixed couple dating site,USD,N/A,10,100,High,81,1.15,4.25,,,,,,,,,,,,,,,,,
free chat matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
mukkulathor matrimony,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
gramani matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
bharat matrimony site,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
100 free hiv dating sites,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
garhwali rajput caste,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
meet disabled singles free,USD,N/A,10,100,High,93,0.63,2.53,,,,,,,,,,,,,,,,,
elite singles free membership,USD,N/A,10,100,Low,16,1.28,2.18,,,,,,,,,,,,,,,,,
interracial dating over 50,USD,N/A,10,100,High,70,1.17,2.33,,,,,,,,,,,,,,,,,
blind speed dating,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
speed dating tonight near me,USD,N/A,10,100,Low,16,0.66,1.37,,,,,,,,,,,,,,,,,
chinese speed dating,USD,N/A,10,100,Medium,54,,,,,,,,,,,,,,,,,,,
saimuruga matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
women seeking men website,USD,N/A,10,100,Low,25,0.79,2.44,,,,,,,,,,,,,,,,,
speed dating around me,USD,N/A,10,100,Low,30,0.75,2.29,,,,,,,,,,,,,,,,,
match speed dating,USD,N/A,10,100,Low,15,0.68,2.86,,,,,,,,,,,,,,,,,
tinder free dating website,USD,N/A,10,100,High,100,0.76,1.64,,,,,,,,,,,,,,,,,
latest free dating site without payment,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
iyengar matrimony brides,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
bassmatrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
black girls seeking white guys,USD,N/A,10,100,High,80,0.57,1.86,,,,,,,,,,,,,,,,,
international matrimony,USD,N/A,10,100,High,77,0.84,1.35,,,,,,,,,,,,,,,,,
kalyanamalai matrimony grooms,USD,N/A,10,100,Low,19,,,,,,,,,,,,,,,,,,,
pof meet me free,USD,N/A,10,100,Low,25,0.41,1.64,,,,,,,,,,,,,,,,,
free dating social networking sites,USD,N/A,10,100,High,67,0.8,2.25,,,,,,,,,,,,,,,,,
speed dating services,USD,N/A,10,100,Medium,49,0.7,3.62,,,,,,,,,,,,,,,,,
speed dating over 60,USD,N/A,10,100,High,79,0.87,2.51,,,,,,,,,,,,,,,,,
7 heaven speed dating,USD,N/A,10,100,Low,15,0.23,0.39,,,,,,,,,,,,,,,,,
cupid free dating,USD,N/A,10,100,Medium,64,0.44,2.05,,,,,,,,,,,,,,,,,
single woman looking for men,USD,N/A,10,100,Medium,37,0.6,1.93,,,,,,,,,,,,,,,,,
sood matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
speed dating for seniors near me,USD,N/A,10,100,High,73,1.14,3.38,,,,,,,,,,,,,,,,,
direct matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
interracial dating in college,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
girl seeking guy craigslist,USD,N/A,10,100,Low,16,,,,,,,,,,,,,,,,,,,
free dating no registration,USD,N/A,10,100,High,71,0.87,2.06,,,,,,,,,,,,,,,,,
black and white dating sites free,USD,N/A,10,100,High,74,0.77,2.4,,,,,,,,,,,,,,,,,
hiv matrimony,USD,N/A,10,100,High,93,,,,,,,,,,,,,,,,,,,
telugu matrimony grooms,USD,N/A,10,100,Low,7,,,,,,,,,,,,,,,,,,,
singles events tonight near me,USD,N/A,10,100,Medium,42,0.79,1.62,,,,,,,,,,,,,,,,,
interracial dating 2019,USD,N/A,10,100,Low,11,,,,,,,,,,,,,,,,,,,
illathu pillai,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
older white women looking for black men,USD,N/A,10,100,Medium,46,0.45,1.26,,,,,,,,,,,,,,,,,
free dating sites for lesbian singles,USD,N/A,10,100,High,77,1.04,4,,,,,,,,,,,,,,,,,
dfw singles events,USD,N/A,10,100,Medium,57,0.95,3.38,,,,,,,,,,,,,,,,,
jeevansathi search by profile id,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
plus size speed dating,USD,N/A,10,100,Low,18,,,,,,,,,,,,,,,,,,,
multiracial dating,USD,N/A,10,100,Medium,46,1.13,4.05,,,,,,,,,,,,,,,,,
iyer matrimony search,USD,N/A,10,100,Low,7,,,,,,,,,,,,,,,,,,,
tamil matrimony search bride,USD,N/A,10,100,Low,7,,,,,,,,,,,,,,,,,,,
men seeking pregnant women,USD,N/A,10,100,Low,27,,,,,,,,,,,,,,,,,,,
best dating sites for interracial couples,USD,N/A,10,100,High,81,1.23,3.73,,,,,,,,,,,,,,,,,
harsh maratha matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
ssmatrimonial,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
bharat matrimony telugu brides,USD,N/A,10,100,Low,11,,,,,,,,,,,,,,,,,,,
marathi matrimony brides,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
women seek men near me,USD,N/A,10,100,Medium,35,,,,,,,,,,,,,,,,,,,
male looking for female craigslist,USD,N/A,10,100,Low,24,,,,,,,,,,,,,,,,,,,
free iranian dating site,USD,N/A,10,100,Medium,58,0.67,1.79,,,,,,,,,,,,,,,,,
matrimonial for handicapped grooms,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
free matrimony no charges,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
men seeking women classifieds,USD,N/A,10,100,Medium,38,,,,,,,,,,,,,,,,,,,
women seeking men for dating,USD,N/A,10,100,Medium,57,0.9,2.66,,,,,,,,,,,,,,,,,
8 minute dating long island,USD,N/A,10,100,Medium,48,0.41,1.1,,,,,,,,,,,,,,,,,
m4marry search,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
speed dating 50 plus,USD,N/A,10,100,Medium,52,,,,,,,,,,,,,,,,,,,
interracial chat line,USD,N/A,10,100,High,68,0.86,4.84,,,,,,,,,,,,,,,,,
weman looking for men,USD,N/A,10,100,Medium,57,0.27,1.95,,,,,,,,,,,,,,,,,
bengali matrimony bride,USD,N/A,10,100,Medium,43,,,,,,,,,,,,,,,,,,,
maravar matrimony,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
women looking 4 men,USD,N/A,10,100,Low,25,,,,,,,,,,,,,,,,,,,
maratha matrimony sites,USD,N/A,10,100,Low,21,,,,,,,,,,,,,,,,,,,
interracial matchmaker,USD,N/A,10,100,Medium,62,0.76,3.26,,,,,,,,,,,,,,,,,
woman seeking man for serious relationship,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
interracial couples black woman white man,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
fully free dating site,USD,N/A,10,100,High,77,1.4,3.07,,,,,,,,,,,,,,,,,
speed dating 40s,USD,N/A,10,100,Medium,41,1.66,3.32,,,,,,,,,,,,,,,,,
american women looking for men,USD,N/A,10,100,Medium,66,0.99,2.1,,,,,,,,,,,,,,,,,
asian women seeking american men,USD,N/A,10,100,Medium,62,1.43,4.74,,,,,,,,,,,,,,,,,
white women looking for men,USD,N/A,10,100,Medium,57,,,,,,,,,,,,,,,,,,,
white women seeking asian men,USD,N/A,10,100,Medium,40,1.79,4.32,,,,,,,,,,,,,,,,,
pallavan matrimony,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
40plusmatrimony,USD,N/A,10,100,Low,8,,,,,,,,,,,,,,,,,,,
eventbrite dating,USD,N/A,10,100,Low,26,0.76,1.57,,,,,,,,,,,,,,,,,
mathrubhumi classifieds matrimonial,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
wealthy women looking for men,USD,N/A,10,100,Medium,57,0.41,1.7,,,,,,,,,,,,,,,,,
speedla,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
swedish singles free dating site,USD,N/A,10,100,High,95,0.91,2.13,,,,,,,,,,,,,,,,,
cougar chat dating site,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
100 free online dating sites for singles,USD,N/A,10,100,Medium,48,1.86,2.89,,,,,,,,,,,,,,,,,
local matrimony sites,USD,N/A,10,100,High,74,0.57,4.51,,,,,,,,,,,,,,,,,
free hookup sites without payment,USD,N/A,10,100,High,100,,,,,,,,,,,,,,,,,,,
nyeasydates,USD,N/A,10,100,Low,8,,,,,,,,,,,,,,,,,,,
man seeking woman on craigslist,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
blue martini speed dating,USD,N/A,10,100,Low,21,2.5,3.5,,,,,,,,,,,,,,,,,
speed dating in the city,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
meet pretty asian women looking for men,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
100 free christian dating sites no credit card needed,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
icai matrimonial,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
single ladies looking for husband,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
meetville free subscription,USD,N/A,10,100,Medium,56,0.66,5.22,,,,,,,,,,,,,,,,,
bharat matrimony free search,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
men seeking female,USD,N/A,10,100,High,70,0.56,1.4,,,,,,,,,,,,,,,,,
forty plus matrimony,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
chavara matrimony search by id,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
nadar matrimony brides,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
free online video dating websites,USD,N/A,10,100,Medium,57,1.35,7.07,,,,,,,,,,,,,,,,,
iyengar matrimony grooms,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
bandhan matrimony brides,USD,N/A,10,100,Low,31,,,,,,,,,,,,,,,,,,,
asian men seeking black women,USD,N/A,10,100,Medium,42,0.08,2.42,,,,,,,,,,,,,,,,,
lds singles free,USD,N/A,10,100,Medium,56,0.66,1.98,,,,,,,,,,,,,,,,,
black and white interracial dating site,USD,N/A,10,100,High,90,0.67,2.38,,,,,,,,,,,,,,,,,
loveflutter speed dating,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
white male seeking black female,USD,N/A,10,100,High,72,0.41,1.75,,,,,,,,,,,,,,,,,
halbamarriage,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
professional singles events,USD,N/A,10,100,High,75,1.32,5,,,,,,,,,,,,,,,,,
interracial dating sites 2019,USD,N/A,10,100,High,83,0.74,2.99,,,,,,,,,,,,,,,,,
valentines speed dating,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
blind dating events,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
interracial dating chat rooms,USD,N/A,10,100,Medium,66,0.64,2.26,,,,,,,,,,,,,,,,,
mudaliyar matrimony brides,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
craigslist girl seeking guy,USD,N/A,10,100,Low,20,,,,,,,,,,,,,,,,,,,
western mass singles events,USD,N/A,10,100,Medium,44,0.5,0.83,,,,,,,,,,,,,,,,,
gay speed dating events near me,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
free single mature dating,USD,N/A,10,100,High,86,1.2,2.21,,,,,,,,,,,,,,,,,
free dating websites no memberships,USD,N/A,10,100,High,100,2.56,7.43,,,,,,,,,,,,,,,,,
matrifare,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
speed dating events for over 50s,USD,N/A,10,100,Medium,60,0.89,3.3,,,,,,,,,,,,,,,,,
saliyar matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
rich woman seeking young man,USD,N/A,10,100,Low,26,0.5,1.97,,,,,,,,,,,,,,,,,
women seeking fat men,USD,N/A,10,100,Medium,51,0.56,2.42,,,,,,,,,,,,,,,,,
free dating & flirt chat,USD,N/A,10,100,High,71,,,,,,,,,,,,,,,,,,,
speed dating quad cities,USD,N/A,10,100,Low,13,,,,,,,,,,,,,,,,,,,
udayar matrimony,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
weekend speed dating,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
kskmatrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
absolutely free christian dating sites,USD,N/A,10,100,High,77,0.9,3.16,,,,,,,,,,,,,,,,,
